2025-07-26 01:01:52 - 
2025-07-26 01:01:52 - Image Name                     PID Session Name        Session#    Mem Usage
2025-07-26 10:02:17 - IntelAudioService.exe         5168 Services                   0      4,104 K
2025-07-26 10:02:17 - UserAwarenessService.exe      5208 Services                   0     11,768 K
2025-07-26 10:02:17 - svchost.exe                   5232 Services                   0      5,932 K
2025-07-26 10:02:17 - jhi_service.exe               5248 Services                   0      1,260 K
2025-07-26 10:02:17 - mysqld.exe                    5368 Services                   0      1,560 K
2025-07-26 10:02:17 - RtkAudUService64.exe          5544 Services                   0      4,952 K
2025-07-26 10:02:17 - RtkBtManServ.exe              5568 Services                   0      3,536 K
2025-07-26 10:02:17 - expressvpnd.exe               5596 Services                   0      9,312 K
2025-07-26 10:02:17 - RstMwService.exe              5608 Services                   0      2,600 K
2025-07-26 10:02:17 - SECOMN64.exe                  5620 Services                   0      2,436 K
2025-07-26 10:02:17 - svchost.exe                   5640 Services                   0      4,312 K
2025-07-26 10:02:17 - svchost.exe                   5660 Services                   0      1,940 K
2025-07-26 10:02:17 - WMIRegistrationService.ex     5684 Services                   0      2,172 K
2025-07-26 10:02:17 - svchost.exe                   5776 Services                   0     14,096 K
2025-07-26 10:02:17 - svchost.exe                   5816 Services                   0      2,056 K
2025-07-26 10:02:17 - svchost.exe                   5852 Services                   0      1,872 K
2025-07-26 10:02:17 - conhost.exe                   5892 Services                   0      1,532 K
2025-07-26 10:02:17 - mysqld.exe                    6256 Services                   0      3,532 K
2025-07-26 10:02:17 - conhost.exe                   6408 Services                   0      1,480 K
2025-07-26 10:02:17 - svchost.exe                   6832 Services                   0      1,508 K
2025-07-26 10:02:17 - svchost.exe                   6576 Services                   0     15,432 K
2025-07-26 10:02:17 - svchost.exe                   6596 Services                   0     15,400 K
2025-07-26 10:02:17 - AggregatorHost.exe            8120 Services                   0      4,980 K
2025-07-26 10:02:17 - svchost.exe                   7328 Services                   0      4,248 K
2025-07-26 10:02:17 - svchost.exe                   5724 Services                   0     13,480 K
2025-07-26 10:02:17 - svchost.exe                   7008 Services                   0      7,264 K
2025-07-26 10:02:17 - svchost.exe                   7892 Services                   0      4,764 K
2025-07-26 10:02:17 - svchost.exe                   1896 Services                   0     10,336 K
2025-07-26 10:02:17 - svchost.exe                   4988 Services                   0     14,792 K
2025-07-26 10:02:17 - svchost.exe                   4740 Services                   0      2,704 K
2025-07-26 10:02:17 - svchost.exe                   2080 Services                   0     11,972 K
2025-07-26 10:02:17 - svchost.exe                  10084 Services                   0     23,016 K
2025-07-26 10:02:17 - svchost.exe                  10480 Services                   0     17,948 K
2025-07-26 10:02:17 - svchost.exe                   5944 Services                   0      8,104 K
2025-07-26 10:02:17 - svchost.exe                  13756 Services                   0      5,516 K
2025-07-26 10:02:17 - svchost.exe                  14320 Services                   0      3,372 K
2025-07-26 10:02:17 - svchost.exe                  13104 Services                   0      2,440 K
2025-07-26 10:02:17 - svchost.exe                   2780 Services                   0      5,268 K
2025-07-26 10:02:17 - SecurityHealthService.exe     9048 Services                   0     14,956 K
2025-07-26 10:02:17 - svchost.exe                   8732 Services                   0     13,716 K
2025-07-26 10:02:17 - dasHost.exe                  12364 Services                   0      9,148 K
2025-07-26 10:02:17 - svchost.exe                   8616 Services                   0      4,076 K
2025-07-26 10:02:17 - dasHost.exe                  16936 Services                   0      5,448 K
2025-07-26 10:02:17 - svchost.exe                  13792 Services                   0      1,556 K
2025-07-26 10:02:17 - svchost.exe                  15252 Services                   0      5,900 K
2025-07-26 10:02:17 - svchost.exe                   2088 Services                   0      5,124 K
2025-07-26 10:02:17 - svchost.exe                   7572 Services                   0      5,188 K
2025-07-26 10:02:17 - TouchpointGpuInfo.exe         7072 Services                   0     12,116 K
2025-07-26 10:02:17 - svchost.exe                   8152 Services                   0     13,500 K
2025-07-26 10:02:17 - servicehost.exe              10192 Services                   0     22,504 K
2025-07-26 10:02:17 - WindowsTerminal.exe          16748                           14         36 K
2025-07-26 10:02:17 - svchost.exe                   5240 Services                   0      1,840 K
2025-07-26 10:02:17 - HPPrintScanDoctorService.    22484 Services                   0      8,908 K
2025-07-26 10:02:17 - WindowsTerminal.exe           8484                           16         36 K
2025-07-26 10:02:17 - OfficeClickToRun.exe         19260 Services                   0     16,332 K
2025-07-26 10:02:17 - SearchIndexer.exe             8160 Services                   0     14,944 K
2025-07-26 10:02:17 - armsvc.exe                   22308 Services                   0      3,308 K
2025-07-26 10:02:17 - svchost.exe                  22388 Services                   0      2,424 K
2025-07-26 10:02:17 - svchost.exe                  12028 Services                   0      2,476 K
2025-07-26 10:02:17 - svchost.exe                  22120 Services                   0      1,668 K
2025-07-26 10:02:17 - svchost.exe                   6980 Services                   0     15,288 K
2025-07-26 10:02:17 - MpDefenderCoreService.exe    13868 Services                   0     13,012 K
2025-07-26 10:02:17 - MsMpEng.exe                   2008 Services                   0   2,23,412 K
2025-07-26 10:02:17 - NisSrv.exe                   22968 Services                   0      3,232 K
2025-07-26 10:02:17 - svchost.exe                   9376 Services                   0      2,080 K
2025-07-26 10:02:17 - WindowsTerminal.exe          16480                           24         36 K
2025-07-26 10:02:17 - csrss.exe                    14988 Console                   27      3,556 K
2025-07-26 10:02:17 - winlogon.exe                  5984 Console                   27      6,168 K
2025-07-26 10:02:17 - dwm.exe                       2860 Console                   27     62,456 K
2025-07-26 10:02:17 - fontdrvhost.exe              11880 Console                   27      1,792 K
2025-07-26 10:02:17 - NVDisplay.Container.exe      12788 Console                   27     18,576 K
2025-07-26 10:02:17 - ETDCtrl.exe                   4104 Console                   27      3,656 K
2025-07-26 10:02:17 - sihost.exe                   24196 Console                   27     20,636 K
2025-07-26 10:02:17 - svchost.exe                  11208 Console                   27     32,756 K
2025-07-26 10:02:17 - svchost.exe                  11836 Console                   27      1,968 K
2025-07-26 10:02:17 - igfxEMN.exe                  18216 Console                   27      4,476 K
2025-07-26 10:02:17 - svchost.exe                   7744 Console                   27     20,348 K
2025-07-26 10:02:17 - taskhostw.exe                13448 Console                   27      7,692 K
2025-07-26 10:02:17 - explorer.exe                 19824 Console                   27   2,15,048 K
2025-07-26 10:02:17 - ShellHost.exe                 9776 Console                   27      8,696 K
2025-07-26 10:02:17 - UserAwarenessHelper.exe       7084 Console                   27      5,732 K
2025-07-26 10:02:17 - uihost.exe                   17228 Console                   27     14,160 K
2025-07-26 10:02:17 - SECOCL64.exe                  9284 Console                   27      2,152 K
2025-07-26 10:02:17 - conhost.exe                  13640 Console                   27      1,312 K
2025-07-26 10:02:18 - CrossDeviceResume.exe        17676 Console                   27     17,628 K
2025-07-26 10:02:18 - svchost.exe                   6812 Console                   27     14,168 K
2025-07-26 10:02:18 - StartMenuExperienceHost.e    13936 Console                   27     37,132 K
2025-07-26 10:02:18 - SearchHost.exe               12000 Console                   27     29,116 K
2025-07-26 10:02:18 - Widgets.exe                   6088 Console                   27     28,752 K
2025-07-26 10:02:18 - RuntimeBroker.exe            13136 Console                   27     13,876 K
2025-07-26 10:02:18 - svchost.exe                   9188 Console                   27      3,764 K
2025-07-26 10:02:18 - RuntimeBroker.exe            23688 Console                   27      6,596 K
2025-07-26 10:02:18 - msedgewebview2.exe            6668 Console                   27     41,588 K
2025-07-26 10:02:18 - msedgewebview2.exe           10676 Console                   27      2,448 K
2025-07-26 10:02:18 - msedgewebview2.exe           17120 Console                   27     12,108 K
2025-07-26 10:02:18 - msedgewebview2.exe            3772 Console                   27     24,212 K
2025-07-26 10:02:18 - msedgewebview2.exe           14300 Console                   27      7,100 K
2025-07-26 10:02:18 - ctfmon.exe                   21264 Console                   27     19,072 K
2025-07-26 10:02:18 - msedgewebview2.exe            9888 Console                   27     41,448 K
2025-07-26 10:02:18 - SecurityHealthSystray.exe     7716 Console                   27      3,832 K
2025-07-26 10:02:18 - TextInputHost.exe            23832 Console                   27     32,236 K
2025-07-26 10:02:18 - RtkAudUService64.exe          5092 Console                   27      4,040 K
2025-07-26 10:02:18 - WebCompanion.exe             16604 Console                   27     21,596 K
2025-07-26 10:02:18 - UnInstDaemon.exe             21944 Console                   27     14,620 K
2025-07-26 10:02:18 - chrome.exe                   16092 Console                   27     97,784 K
2025-07-26 10:02:18 - chrome.exe                   13852 Console                   27      2,536 K
2025-07-26 10:02:18 - chrome.exe                   15520 Console                   27     71,788 K
2025-07-26 10:02:18 - chrome.exe                   14048 Console                   27     33,372 K
2025-07-26 10:02:18 - chrome.exe                   22048 Console                   27      7,488 K
2025-07-26 10:02:18 - chrome.exe                   10572 Console                   27     13,228 K
2025-07-26 10:02:18 - chrome.exe                   17828 Console                   27   8,49,408 K
2025-07-26 10:02:18 - cmd.exe                      12292 Console                   27        792 K
2025-07-26 10:02:18 - conhost.exe                  18772 Console                   27      2,376 K
2025-07-26 10:02:18 - browserhost.exe              16176 Console                   27      3,792 K
2025-07-26 10:02:18 - chrome.exe                   18124 Console                   27      5,564 K
2025-07-26 10:02:18 - BingWallpaper.exe            15512 Console                   27     67,040 K
2025-07-26 10:02:18 - DesktopExtension.exe          7920 Console                   27     10,616 K
2025-07-26 10:02:18 - HP.myHP.exe                   5144 Console                   27     10,904 K
2025-07-26 10:02:18 - msedgewebview2.exe           16116 Console                   27     36,804 K
2025-07-26 10:02:18 - msedgewebview2.exe            2844 Console                   27      2,420 K
2025-07-26 10:02:18 - msedgewebview2.exe            7136 Console                   27     18,164 K
2025-07-26 10:02:18 - msedgewebview2.exe           18012 Console                   27     15,268 K
2025-07-26 10:02:18 - msedgewebview2.exe            1888 Console                   27      4,644 K
2025-07-26 10:02:18 - msedgewebview2.exe           22224 Console                   27     16,432 K
2025-07-26 10:02:18 - msedgewebview2.exe           24072 Console                   27     35,836 K
2025-07-26 10:02:18 - msedgewebview2.exe           21660 Console                   27      2,452 K
2025-07-26 10:02:18 - msedgewebview2.exe           24088 Console                   27     11,588 K
2025-07-26 10:02:18 - msedgewebview2.exe            7384 Console                   27     15,308 K
2025-07-26 10:02:18 - msedgewebview2.exe           21984 Console                   27      5,208 K
2025-07-26 10:02:18 - msedgewebview2.exe           21832 Console                   27     25,172 K
2025-07-26 10:02:18 - msedgewebview2.exe           14560 Console                   27     37,764 K
2025-07-26 10:02:18 - msedgewebview2.exe           17004 Console                   27      2,456 K
2025-07-26 10:02:18 - msedgewebview2.exe           14520 Console                   27     17,092 K
2025-07-26 10:02:18 - msedgewebview2.exe           17568 Console                   27     15,332 K
2025-07-26 10:02:18 - msedgewebview2.exe           14496 Console                   27      4,688 K
2025-07-26 10:02:18 - msedgewebview2.exe           19768 Console                   27     14,280 K
2025-07-26 10:02:18 - HPSystemEventUtilityBackg    18524 Console                   27     24,920 K
2025-07-26 10:02:18 - HPMediaNetwork.exe            4748 Console                   27     15,032 K
2025-07-26 10:02:18 - HPAudioSwitch.exe            11820 Console                   27     11,048 K
2025-07-26 10:02:18 - WhatsApp.exe                 22732 Console                   27     32,060 K
2025-07-26 10:02:18 - svchost.exe                  22984 Console                   27     21,648 K
2025-07-26 10:02:18 - RuntimeBroker.exe             8884 Console                   27     14,272 K
2025-07-26 10:02:18 - ApplicationFrameHost.exe     21320 Console                   27     14,744 K
2025-07-26 10:02:18 - svchost.exe                   3016 Console                   27      3,460 K
2025-07-26 10:02:18 - svchost.exe                  20220 Console                   27      7,092 K
2025-07-26 10:02:18 - idea64.exe                   23840 Console                   27  10,35,640 K
2025-07-26 10:02:18 - fsnotifier.exe               21992 Console                   27      1,032 K
2025-07-26 10:02:18 - conhost.exe                  23468 Console                   27      1,440 K
2025-07-26 10:02:18 - WidgetService.exe             6480 Console                   27      5,364 K
2025-07-26 10:02:18 - dllhost.exe                   9716 Console                   27      4,676 K
2025-07-26 10:02:18 - dllhost.exe                  16300 Console                   27      9,972 K
2025-07-26 10:02:18 - dllhost.exe                  10620 Console                   27      5,644 K
2025-07-26 10:02:18 - dllhost.exe                  24436 Console                   27      5,564 K
2025-07-26 10:02:18 - ShellExperienceHost.exe      24012 Console                   27     47,864 K
2025-07-26 10:02:18 - RuntimeBroker.exe            21808 Console                   27     13,992 K
2025-07-26 10:02:18 - SystemSettings.exe           13724 Console                   27      1,560 K
2025-07-26 10:02:18 - UserOOBEBroker.exe           13244 Console                   27      4,392 K
2025-07-26 10:02:18 - unsecapp.exe                 17972 Console                   27      9,144 K
2025-07-26 10:02:18 - svchost.exe                  17608 Services                   0      6,712 K
2025-07-26 10:02:18 - LockApp.exe                  11676 Console                   27     73,292 K
2025-07-26 10:02:18 - RuntimeBroker.exe             1484 Console                   27     45,584 K
2025-07-26 10:02:18 - HPSystemEventUtilityHost.     2164 Console                   27     81,784 K
2025-07-26 10:02:18 - svchost.exe                  19272 Services                   0      8,380 K
2025-07-26 10:02:18 - svchost.exe                  16500 Services                   0     11,256 K
2025-07-26 10:02:18 - svchost.exe                  20504 Services                   0      9,468 K
2025-07-26 10:02:18 - java.exe                      4728 Console                   27     48,396 K
2025-07-26 10:02:18 - conhost.exe                  20944 Console                   27      7,140 K
2025-07-26 10:02:18 - java.exe                     15384 Console                   27     46,912 K
2025-07-26 10:02:18 - conhost.exe                  15040 Console                   27      7,128 K
2025-07-26 10:02:18 - tasklist.exe                 14920 Console                   27     11,592 K
2025-07-26 10:02:18 - conhost.exe                   1232 Console                   27      7,004 K
